"","age","job","education","month","day_of_week","duration","campaign","pdays","previous","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"16875",29,"admin.","university.degree","nov","tue",636,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16876",31,"management","university.degree","nov","tue",466,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16877",44,"entrepreneur","basic.6y","nov","tue",132,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16878",31,"unemployed","high.school","nov","tue",111,2,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16879",34,"blue-collar","professional.course","nov","tue",135,3,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16880",46,"blue-collar","basic.9y","nov","tue",281,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16881",35,"management","basic.4y","nov","tue",276,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16882",43,"entrepreneur","basic.9y","nov","tue",74,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16883",31,"admin.","university.degree","nov","tue",71,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16884",54,"admin.","university.degree","nov","tue",79,2,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16885",30,"management","university.degree","nov","tue",196,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16886",43,"blue-collar","basic.4y","nov","tue",175,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16887",48,"services","high.school","nov","tue",71,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16888",52,"management","university.degree","nov","tue",67,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16889",54,"technician","professional.course","nov","tue",149,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16890",56,"technician","professional.course","nov","tue",635,5,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16891",39,"admin.","high.school","nov","tue",95,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16892",51,"admin.","high.school","nov","tue",280,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16893",39,"services","high.school","nov","tue",107,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16894",39,"services","basic.9y","nov","tue",51,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16895",37,"technician","professional.course","nov","tue",850,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16896",47,"housemaid","professional.course","nov","tue",253,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16897",37,"blue-collar","high.school","nov","tue",118,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16898",36,"admin.","high.school","nov","tue",141,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16899",35,"blue-collar","basic.4y","nov","tue",169,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16900",48,"services","high.school","nov","tue",835,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16901",37,"blue-collar","basic.6y","nov","tue",200,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16902",39,"self-employed","university.degree","nov","tue",95,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16903",39,"self-employed","university.degree","nov","tue",122,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16904",48,"admin.","university.degree","nov","tue",148,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16905",33,"admin.","university.degree","nov","tue",51,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16906",32,"blue-collar","basic.4y","nov","tue",132,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16907",38,"blue-collar","basic.9y","nov","tue",180,2,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16908",30,"technician","professional.course","nov","tue",835,1,999,0,-0.1,93.2,-42,4.153,5195.8,"yes"
"16909",36,"unemployed","basic.6y","nov","tue",144,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16910",50,"services","high.school","nov","tue",90,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16911",50,"services","high.school","nov","tue",129,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16912",34,"blue-collar","basic.9y","nov","tue",54,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16913",30,"technician","professional.course","nov","tue",613,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16914",54,"entrepreneur","basic.4y","nov","tue",150,2,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16915",52,"admin.","basic.9y","nov","tue",296,1,6,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16916",40,"services","high.school","nov","tue",66,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16917",30,"unemployed","high.school","nov","tue",155,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16918",30,"unemployed","high.school","nov","tue",145,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16919",34,"blue-collar","high.school","nov","tue",117,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16920",33,"entrepreneur","university.degree","nov","tue",435,4,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16921",32,"admin.","university.degree","nov","tue",266,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16922",37,"blue-collar","basic.6y","nov","tue",963,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16923",52,"technician","high.school","nov","tue",385,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16924",34,"blue-collar","high.school","nov","tue",257,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16925",36,"blue-collar","basic.9y","nov","tue",99,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16926",34,"technician","university.degree","nov","tue",82,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16927",40,"technician","professional.course","nov","tue",130,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16928",29,"technician","high.school","nov","tue",127,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16929",39,"management","high.school","nov","tue",84,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16930",40,"management","university.degree","nov","tue",131,2,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16931",30,"unemployed","high.school","nov","tue",924,1,999,0,-0.1,93.2,-42,4.153,5195.8,"yes"
"16932",52,"admin.","university.degree","nov","tue",183,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16933",30,"admin.","university.degree","nov","tue",198,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16934",49,"management","university.degree","nov","tue",37,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16935",49,"management","university.degree","nov","tue",188,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16936",47,"services","high.school","nov","tue",99,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16937",49,"management","university.degree","nov","tue",197,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16938",30,"admin.","university.degree","nov","tue",464,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16939",30,"admin.","university.degree","nov","tue",453,1,999,0,-0.1,93.2,-42,4.153,5195.8,"yes"
"16940",36,"housemaid","basic.4y","nov","tue",242,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16941",54,"entrepreneur","professional.course","nov","tue",134,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16942",41,"admin.","high.school","nov","tue",62,4,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16943",36,"technician","high.school","nov","tue",91,2,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16944",31,"management","university.degree","nov","tue",82,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16945",50,"admin.","basic.9y","nov","tue",128,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16946",44,"management","basic.9y","nov","tue",638,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16947",33,"technician","university.degree","nov","tue",113,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16948",32,"technician","professional.course","nov","tue",78,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16949",43,"blue-collar","basic.9y","nov","tue",84,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16950",32,"technician","professional.course","nov","tue",250,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16951",32,"technician","professional.course","nov","tue",288,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16952",49,"blue-collar","basic.4y","nov","tue",34,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16953",47,"admin.","high.school","nov","tue",352,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16954",51,"services","high.school","nov","tue",119,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16955",43,"management","university.degree","nov","tue",89,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16956",41,"admin.","university.degree","nov","tue",93,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16957",39,"admin.","university.degree","nov","tue",305,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16958",51,"admin.","high.school","nov","tue",109,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16959",38,"technician","professional.course","nov","tue",205,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16960",48,"admin.","university.degree","nov","tue",122,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16961",31,"student","high.school","nov","tue",107,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16962",35,"admin.","high.school","nov","tue",17,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16963",47,"services","high.school","nov","tue",103,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16964",29,"blue-collar","basic.6y","nov","tue",272,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16965",54,"retired","high.school","nov","tue",145,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16966",47,"technician","professional.course","nov","tue",233,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16967",54,"retired","high.school","nov","tue",172,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16968",30,"services","basic.6y","nov","tue",154,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16969",39,"services","basic.9y","nov","tue",109,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16970",50,"self-employed","university.degree","nov","tue",103,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16971",39,"admin.","high.school","nov","tue",50,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16972",37,"unemployed","university.degree","nov","tue",95,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16973",49,"services","high.school","nov","tue",48,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16974",38,"blue-collar","professional.course","nov","tue",15,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16975",51,"admin.","basic.6y","nov","tue",122,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16976",53,"self-employed","basic.4y","nov","tue",505,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16977",55,"admin.","high.school","nov","tue",106,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16978",51,"entrepreneur","basic.9y","nov","tue",125,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16979",55,"admin.","high.school","nov","tue",191,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16980",44,"technician","professional.course","nov","tue",75,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16981",57,"management","university.degree","nov","tue",609,2,999,1,-0.1,93.2,-42,4.153,5195.8,"yes"
"16982",54,"entrepreneur","professional.course","nov","tue",1855,1,999,0,-0.1,93.2,-42,4.153,5195.8,"yes"
"16983",35,"management","high.school","nov","tue",159,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16984",49,"admin.","basic.9y","nov","tue",204,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16985",48,"technician","university.degree","nov","tue",82,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16986",50,"management","basic.4y","nov","tue",389,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16987",46,"self-employed","basic.4y","nov","tue",162,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16988",31,"entrepreneur","basic.4y","nov","tue",152,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16989",35,"management","high.school","nov","tue",417,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16990",48,"technician","university.degree","nov","tue",208,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16991",35,"management","university.degree","nov","tue",52,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16992",50,"entrepreneur","basic.9y","nov","tue",59,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16993",48,"technician","university.degree","nov","tue",346,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16994",50,"entrepreneur","basic.9y","nov","tue",100,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16995",35,"admin.","university.degree","nov","tue",35,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16996",50,"entrepreneur","basic.9y","nov","tue",2,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16997",30,"admin.","university.degree","nov","tue",288,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"16998",35,"admin.","university.degree","nov","tue",220,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"16999",32,"technician","university.degree","nov","tue",77,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17000",52,"management","basic.6y","nov","tue",97,3,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17001",51,"admin.","high.school","nov","tue",118,2,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17002",46,"technician","basic.9y","nov","tue",530,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17003",32,"management","university.degree","nov","tue",118,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17004",53,"admin.","university.degree","nov","tue",69,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17005",32,"services","high.school","nov","tue",91,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17006",35,"management","high.school","nov","tue",52,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17007",46,"technician","basic.9y","nov","tue",226,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17008",53,"admin.","university.degree","nov","tue",172,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17009",34,"services","high.school","nov","tue",78,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17010",38,"admin.","high.school","nov","tue",90,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17011",33,"technician","high.school","nov","tue",70,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17012",46,"technician","professional.course","nov","tue",103,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17013",37,"entrepreneur","university.degree","nov","tue",199,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17014",40,"technician","professional.course","nov","tue",110,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17015",30,"admin.","high.school","nov","tue",92,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17016",29,"technician","high.school","nov","tue",206,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17017",46,"admin.","high.school","nov","tue",91,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17018",57,"self-employed","university.degree","nov","tue",48,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17019",34,"technician","university.degree","nov","tue",131,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17020",45,"technician","high.school","nov","tue",79,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17021",41,"self-employed","university.degree","nov","tue",349,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17022",30,"management","high.school","nov","tue",322,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17023",56,"management","university.degree","nov","tue",125,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17024",33,"services","high.school","nov","tue",105,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17025",39,"management","high.school","nov","tue",328,2,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17026",38,"admin.","high.school","nov","tue",67,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17027",54,"technician","university.degree","nov","tue",432,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17028",38,"entrepreneur","basic.4y","nov","tue",224,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17029",31,"management","high.school","nov","tue",74,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17030",50,"housemaid","basic.4y","nov","tue",109,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17031",32,"technician","professional.course","nov","tue",89,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17032",56,"admin.","professional.course","nov","tue",124,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17033",33,"technician","basic.9y","nov","tue",117,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17034",31,"services","professional.course","nov","tue",61,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17035",58,"retired","professional.course","nov","tue",191,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17036",31,"services","professional.course","nov","tue",68,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17037",31,"technician","high.school","nov","tue",90,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17038",31,"technician","high.school","nov","tue",67,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17039",34,"self-employed","basic.9y","nov","tue",37,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17040",49,"technician","professional.course","nov","tue",267,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17041",29,"management","university.degree","nov","tue",73,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17042",38,"management","university.degree","nov","tue",61,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17043",53,"management","university.degree","nov","tue",60,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17044",29,"management","university.degree","nov","tue",232,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17045",41,"admin.","high.school","nov","tue",143,3,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17046",52,"services","high.school","nov","tue",251,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17047",58,"retired","university.degree","nov","tue",90,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17048",29,"technician","high.school","nov","tue",155,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17049",31,"blue-collar","basic.9y","nov","tue",65,1,4,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17050",32,"unemployed","university.degree","nov","tue",329,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17051",56,"retired","basic.4y","nov","tue",130,3,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17052",32,"admin.","university.degree","nov","tue",398,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17053",36,"technician","university.degree","nov","tue",18,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17054",29,"management","university.degree","nov","tue",708,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17055",52,"services","high.school","nov","tue",655,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17056",33,"admin.","university.degree","nov","tue",100,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17057",47,"management","university.degree","nov","tue",126,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17058",46,"management","high.school","nov","tue",140,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17059",53,"admin.","professional.course","nov","tue",140,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17060",35,"unemployed","university.degree","nov","tue",98,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17061",35,"admin.","high.school","nov","tue",84,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17062",53,"management","university.degree","nov","tue",756,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17063",40,"services","high.school","nov","tue",51,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17064",50,"management","university.degree","nov","tue",600,2,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17065",41,"entrepreneur","high.school","nov","tue",120,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17066",33,"services","high.school","nov","tue",102,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17067",45,"management","university.degree","nov","tue",69,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17068",54,"management","university.degree","nov","tue",53,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17069",35,"services","basic.9y","nov","tue",281,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17070",40,"admin.","university.degree","nov","tue",72,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17071",54,"management","university.degree","nov","tue",339,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17072",36,"admin.","professional.course","nov","tue",201,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17073",35,"blue-collar","basic.9y","nov","tue",134,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17074",38,"admin.","high.school","nov","tue",133,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17075",50,"unemployed","high.school","nov","tue",79,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17076",32,"admin.","university.degree","nov","tue",61,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17077",50,"admin.","high.school","nov","tue",46,4,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17078",47,"management","university.degree","nov","tue",84,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17079",35,"technician","university.degree","nov","tue",63,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17080",37,"admin.","university.degree","nov","tue",95,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17081",44,"blue-collar","basic.9y","nov","tue",182,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17082",43,"management","professional.course","nov","tue",257,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17083",55,"admin.","university.degree","nov","tue",71,3,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17084",33,"entrepreneur","university.degree","nov","tue",295,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17085",40,"blue-collar","basic.9y","nov","tue",67,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17086",45,"management","university.degree","nov","tue",401,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17087",40,"blue-collar","basic.9y","nov","tue",137,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17088",38,"unemployed","university.degree","nov","tue",97,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17089",32,"services","high.school","nov","tue",98,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17090",39,"management","university.degree","nov","tue",435,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17091",39,"management","university.degree","nov","tue",368,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17092",44,"management","university.degree","nov","tue",152,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17093",47,"services","high.school","nov","tue",107,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17094",47,"services","high.school","nov","tue",97,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17095",44,"blue-collar","basic.9y","nov","tue",52,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17096",45,"self-employed","basic.4y","nov","tue",475,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17097",47,"services","high.school","nov","tue",164,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17098",48,"technician","professional.course","nov","tue",86,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17099",36,"management","professional.course","nov","tue",68,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17100",51,"services","high.school","nov","tue",236,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17101",38,"technician","basic.9y","nov","tue",142,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17102",30,"admin.","high.school","nov","tue",157,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17103",36,"services","high.school","nov","tue",87,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17104",48,"self-employed","university.degree","nov","tue",137,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17105",50,"admin.","university.degree","nov","tue",123,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17106",31,"blue-collar","basic.9y","nov","tue",60,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17107",41,"services","university.degree","nov","tue",190,3,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17108",36,"admin.","university.degree","nov","tue",51,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17109",30,"self-employed","high.school","nov","tue",52,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17110",58,"entrepreneur","basic.4y","nov","tue",164,2,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17111",43,"entrepreneur","professional.course","nov","tue",63,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17112",38,"technician","university.degree","nov","tue",131,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17113",54,"unemployed","basic.9y","nov","tue",127,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17114",32,"entrepreneur","basic.9y","nov","tue",432,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17115",50,"management","university.degree","nov","tue",94,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17116",38,"entrepreneur","basic.4y","nov","tue",76,3,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17117",37,"admin.","university.degree","nov","tue",475,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17118",35,"blue-collar","basic.6y","nov","tue",348,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17119",30,"entrepreneur","university.degree","nov","tue",309,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17120",35,"admin.","university.degree","nov","tue",112,2,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17121",50,"management","university.degree","nov","tue",66,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17122",35,"self-employed","professional.course","nov","tue",91,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17123",54,"self-employed","basic.9y","nov","tue",72,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17124",32,"entrepreneur","university.degree","nov","tue",73,3,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17125",56,"services","basic.6y","nov","tue",199,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
"17126",31,"technician","professional.course","nov","tue",165,2,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17127",49,"admin.","university.degree","nov","tue",163,1,999,1,-0.1,93.2,-42,4.153,5195.8,"no"
"17128",45,"technician","professional.course","nov","tue",124,1,999,0,-0.1,93.2,-42,4.153,5195.8,"no"
